"Babcock",3.6060953174,94.0357232658,95.2773000000
"Back",1.3129992711,80.6252183538,34.6326000000
"Backlund",-16.0814147902,103.3323555508,75.4624000000
"Baco",-51.0583980910,19.1464135360,65.3077000000
"Baillaud",74.6217675004,37.2293904637,89.4393000000
"Bailly",-66.5239305645,290.4661856827,300.5650000000
"Baily",49.8012148726,30.5153985087,25.6756000000
"Balandin",-19.1393602022,152.4312659794,11.8059000000
"Balboa",19.2081268840,276.7562822346,69.1947000000
"Baldet",-53.3556078638,208.1259055842,55.7589000000
"Ball",-35.9227876232,351.5106160183,40.3113000000
"Balmer",-20.2714537821,70.2247056930,136.2960000000
"Banachiewicz",5.2769730552,80.0096751428,99.0941000000
"Bancroft",28.0659088961,353.5660520080,12.4980000000
"Banting",26.5670739521,16.4230644487,5.1499200000
"Barbier",-24.0287300329,158.0978468586,65.3766000000
"Barkla",-10.6474429889,67.1982048943,40.8976000000
"Barnard",-29.6812185953,85.8917740018,115.7350000000
"Barocius",-45.0299306221,16.8007341916,82.7235000000
"Barringer",-28.1966468678,209.4551672990,66.8931000000
"Barrow",71.3657964648,7.9842517713,88.7118000000
"Bartels",24.5064977020,270.2190344087,54.9510000000
"Bawa",-25.1813941988,102.5464906943,1.5441100000
"Bayer",-51.6115807968,324.8233555802,48.5144000000
"Beals",37.0705842935,86.5017194128,52.6085000000
"Bear Mountain",20.0000000000,30.7000000000,0.0000000000
"Beaumont",-18.0849650757,28.8015176211,50.6859000000
"Becquerel",40.7017889724,129.4566580909,66.1133000000
"Beer",27.0698448126,350.8983273895,9.0592300000
"Behaim",-16.5913502517,79.4050676366,56.2112000000
"Beijerinck",-13.7024945788,151.5594275943,62.7597000000
"Beketov",16.2255570237,29.1804954569,8.2970800000
"Bell",21.9495984859,263.5895308252,86.3335000000
"Bellinsgauzen (Bellingshausen)",-60.6520331243,195.2077805444,63.2287000000
"Bellot",-12.4997769800,48.1564283837,17.4962000000
"Belopol'skiy",-17.2679480457,231.7273051458,61.9035000000
"Belyaev",22.9916428000,142.9779788922,53.5602000000
"Bel'kovich",61.5277678436,90.1470230114,215.0800000000
"Bench",-3.2000000000,336.6000000000,0.1000000000
"Benedict",4.3682332282,141.8386219542,13.8319000000
"Bergman",7.3847637862,137.7584684353,22.5067000000
"Bergstrand",-18.6247057922,176.8045969037,42.9824000000
"Berkner",25.1830283327,254.6643484269,87.6163000000
"Berlage",-63.1033977961,196.3805770817,93.7469000000
"Bernoulli",34.8425783981,60.5860383182,48.4190000000
"Berosus",33.4232935356,69.9313056428,75.2366000000
"Berzelius",36.6003790660,50.9999373600,50.5350000000
"Bessarion",14.8349883985,322.6889042805,9.8402500000
"Bessel",21.7253079715,17.9167846498,15.5632000000
"Bettinus",-63.3683319583,314.8968762740,71.7840000000
"Bečvář",-2.7238691865,124.7378010640,66.6197000000
"Bhabha",-55.4035943294,194.6178013581,66.2201000000
"Bianchini",48.7737745344,325.6031519653,37.5887000000
"Biela",-54.9914736926,51.6499612637,77.0286000000
"Bilharz",-5.8278162600,56.3438016205,44.5535000000
"Billy",-13.8323985112,309.7727225367,45.5714000000
"Bingham",8.1148633855,115.1809261537,33.4242000000
"Biot",-22.7192997470,51.0393815069,13.0086000000
"Birkeland",-30.1348258266,173.9609409966,84.3006000000
"Birkhoff",58.4541173248,214.3480994192,329.8120000000
"Birmingham",65.1237699286,349.3021297680,89.9166000000
"Birt",-22.3754801917,351.3411192702,15.8073000000
"Bjerknes",-38.8306751795,113.4886588568,48.1785000000
"Black",-9.1887901331,80.3734579528,19.4624000000
"Blackett",-37.6420876493,243.9572391240,145.3050000000
"Blagg",1.2046643484,1.4377022787,4.9706200000
"Blancanus",-63.6830585402,338.2400547869,105.8220000000
"Blanchard",-58.2908090667,266.5041624479,37.4594000000
"Blanchinus",-25.3513067135,2.3653357242,59.9010000000
"Blazhko",31.3685132167,212.1365933799,51.1116000000
"Bliss",53.0576219216,346.2063933940,22.8495000000
"Bobillier",19.6203938048,15.4283111591,6.0441000000
"Bobone",26.7013920582,227.8834673558,32.1440000000
"Bode",6.6934172227,357.5336361420,17.7961000000
"Boethius",5.5392106459,72.2959250232,11.1656000000
"Boguslawsky",-72.9012125909,43.2572241076,94.5860000000
"Bohnenberger",-16.2466401338,40.0074051372,31.7392000000
"Bohr",12.6634799080,273.5116096383,70.0707000000
"Bok",-20.1953408229,188.7383651422,43.0282000000
"Boltzmann",-74.7887857539,269.7377917569,72.3142000000
"Bolyai",-33.9018450322,126.2209654962,102.2200000000
"Bombelli",5.2752902676,56.1416452060,9.7229100000
"Bondarenko",-17.2871179200,136.8230091755,28.2591000000
"Bonpland",-8.3755491388,342.6658675823,59.2453000000
"Boole",63.8170201404,272.7360457703,61.3367000000
"Borda",-25.2368338342,46.5143539312,47.4003000000
"Borel",22.3747329037,26.4193224145,4.6624300000
"Boris",30.5209301697,326.4887521145,1.7260500000
"Borman",-39.1447501841,211.6607222993,46.3247000000
"Born",-6.0311931267,66.8011789979,15.0674000000
"Boscovich",9.6918934451,11.0158632301,41.5288000000
"Bose",-53.8613644567,190.5559287435,95.3845000000
"Boss",45.7166051195,88.4850540448,46.3708000000
"Bouguer",52.3224356941,324.1772148473,22.2346000000
"Boussingault",-70.2063336217,53.7341705932,127.6090000000
"Bowditch",-24.9090917949,103.1302948511,43.0402000000
"Bowen",17.6084680487,9.0997973698,8.0906000000
"Boyle",-53.2739582114,177.9043719603,54.5670000000
"Brackett",17.8256675713,23.5302135296,8.8718300000
"Bragg",42.2409980573,256.6285927201,86.7003000000
"Brashear",-73.5566862963,188.3450434489,65.4246000000
"Brayley",20.8843835730,323.0627168867,14.1665000000
"Bredikhin",17.1619185508,201.6214960189,61.6783000000
"Breislak",-48.3289446016,18.3096308113,48.6392000000
"Brenner",-39.1364100930,39.0578592947,90.0107000000
"Brewster",23.2604555211,34.6857320808,9.8320200000
"Brianchon",74.7120370087,271.7047710584,137.2640000000
"Bridge",26.0000000000,3.6000000000,0.7100000000
"Bridgman",43.3145609000,136.8225509779,81.8857000000
"Briggs",26.4408994825,290.8412871095,36.7534000000
"Brisbane",-49.1997240810,68.7129063712,44.3205000000
"Bronk",25.9145422381,225.2341768233,61.5780000000
"Brouwer",-35.7745510113,235.0805718706,119.5970000000
"Brown",-46.4850647879,341.9262317484,34.0320000000
"Bruce",1.1522536413,0.3501047892,6.1442700000
"Brunner",-9.8250271255,90.8828413319,52.6488000000
"Buch",-38.8990485615,17.6786178381,51.3131000000
"Buffon",-40.6585019868,226.4160942652,105.7570000000
"Buisson",-1.3568465739,113.2563268256,62.1320000000
"Bullialdus",-20.7405714709,337.6439878799,60.7188000000
"Bunsen",41.2965080633,274.6545648745,55.2238000000
"Burckhardt",31.0660152977,56.3483399192,56.0442000000
"Burnham",-13.9397980239,7.2013288671,24.0915000000
"Butlerov",12.0374842659,251.1573521168,38.7725000000
"Buys-Ballot",20.8053872935,174.7098606557,66.3753000000
"Byrd",85.3802464799,12.0481169041,91.9155000000
"Byrgius",-24.7881615064,294.6129862052,84.4621000000
"Béla",24.6531445592,2.2680975545,10.0740000000
"Bürg",44.9946698580,28.1950468960,40.6876000000
"Büsching",-38.0353251108,19.9051425781,53.4948000000
"C. Herschel",34.4565424409,328.6925581726,13.7014000000
"C. Mayer",63.2348154470,17.2144443120,37.5397000000
"Cabannes",-61.1758565619,189.8721561993,81.3013000000
"Cabeus",-85.2770731079,318.1945001461,100.5820000000
"Cailleux",-60.4400771557,153.3773382638,52.8540000000
"Cajal",12.5863512295,31.0765150585,9.1014500000
"Cajori",-47.8178860266,168.8399202130,74.6485000000
"Calippus",38.9350078910,10.6853715310,30.1493000000
"Cameron",6.1684424505,45.9318941847,10.9072000000
"Campanus",-28.0473166155,332.0640176158,46.4051000000
"Campbell",45.3834021745,152.6931735731,222.4790000000
"Cannizzaro",55.5119981213,260.3347664280,54.5142000000
"Cannon",19.8609629690,81.2856088957,57.5759000000
"Cantor",37.9825933488,118.4950390148,75.7220000000
"Capella",-7.6428462920,34.8997911168,48.1303000000
"Capuanus",-34.0783627100,333.2326842612,59.6857000000
"Cardanus",13.2668167133,287.5397375513,49.5739000000
"Carlini",33.7380245661,335.8853174047,10.6575000000
"Carlos",24.8817424052,2.2819962353,3.6857200000
"Carmichael",19.5092028506,40.3570969525,19.7312000000
"Carnot",52.0938056318,215.7973766193,126.0650000000
"Carol",8.4805085057,122.7493261194,7.3710600000
"Carpenter",69.5277941573,308.8037751549,59.0610000000
"Carrel",10.6654781512,26.6795744523,15.5876000000
"Carrillo",-2.1111073321,80.9606890871,17.8520000000
"Carrington",43.9507058411,62.0271144204,27.7730000000
"Cartan",4.2344869276,59.2462014591,15.6227000000
"Carver",-43.9127271372,127.4978179506,62.4534000000
"Casatus",-72.7014355025,329.3823069404,102.8500000000
"Cassegrain",-51.9529047805,113.2624255778,56.6561000000
"Cassini",40.2060603557,4.5935672069,56.3929000000
"Catalán",-45.7757579414,272.6694587107,26.7735000000
"Catena Abulfeda",-16.6125726680,16.6787172660,209.9720000000
"Catena Artamonov",26.0916086800,105.7718188020,131.2150000000
"Catena Brigitte",18.4904396260,27.4971803220,7.6503000000
"Catena Davy",-10.9758160820,353.7290705580,52.3361000000
"Catena Dziewulski",18.7390333870,100.2292874510,80.6594000000
"Catena Gregory",-0.6561319610,129.6668892190,148.1580000000
"Catena Humboldt",-21.9809355680,84.6969892560,162.2880000000
"Catena Krafft",14.9163043110,287.8102424670,55.1054000000
"Catena Kurchatov",37.1250457190,136.5547469870,234.9130000000
"Catena Leuschner (GDL)",5.0493630840,248.6590940050,200.0580000000
"Catena Littrow",22.2115725430,29.6075432780,10.2998000000
"Catena Lucretius (RNII)",-4.0258429060,233.5542663960,232.0650000000
"Catena Mendeleev",6.7357895890,139.4956611290,132.3190000000
"Catena Michelson (GIRD)",-0.4422368260,246.4188456570,450.5980000000
"Catena Pierre",19.7509036690,328.1395654760,9.4350300000
"Catena Sumner",37.6290549240,112.3584346640,249.2100000000
"Catena Sylvester",79.9897849395,276.8822366429,139.0000000000
"Catena Taruntius",3.0819207460,48.6384142740,69.2389000000
"Catena Timocharis",29.0949243920,346.7810382700,48.3693000000
"Catena Yuri",24.3898867500,329.6108744210,4.5175200000
"Catharina",-17.9658751836,23.5164182871,98.7724000000
"Cauchy",9.5490102638,38.6285044924,11.8037000000
"Cavalerius",5.0754282253,293.0974660955,59.3496000000
"Cavendish",-24.6417544955,306.2405078214,52.6367000000
"Caventou",29.7305700136,330.6224413359,2.8020600000
"Cayley",3.9283802828,15.0681877514,14.2038000000
"Celsius",-34.1122746134,20.0401987776,38.9583000000
"Censorinus",-0.4311573643,32.6746408631,4.0975700000
"Cepheus",40.6577508626,45.7770441755,39.4336000000
"Chacornac",29.8839858778,31.6668997704,50.4436000000
"Chadwick",-52.8497933828,258.6905553606,29.8783000000
"Chaffee",-39.0649945061,205.3713282016,51.7528000000
"Challis",79.5798771370,9.0855633520,53.2102000000
"Chalonge",-20.5366285340,243.5579376888,25.0785000000
"Chamberlin",-58.8767176135,95.9951080346,60.4141000000
"Champollion",37.4345174532,174.9506752466,48.9722000000
"Chandler",43.6317320861,171.6525852825,88.6032000000
"Chang Heng",18.7110167230,111.9008178616,42.6541000000
"Chang-Ngo",-12.7062230119,357.7799068103,2.7760700000
"Chant",-40.0424437154,250.5010119350,33.5997000000
"Chaplygin",-6.2074721676,150.1874640770,123.3860000000
"Chapman",50.1128938225,259.5791884227,76.8347000000
"Chappe",-61.2341460933,268.6954311756,55.7928000000
"Chappell",54.5459719001,183.3438542373,73.9154000000
"Charles",29.8825709694,333.6319866280,1.3395100000
"Charlier",36.2339472718,228.2520304694,109.8820000000
"Chaucer",3.5001961386,219.1856972351,45.4757000000
"Chauvenet",-11.5717684211,137.1622314908,77.6740000000
"Chebyshev",-34.0519022005,226.9377666886,179.0510000000
"Chernyshev",47.0115467529,174.3078922687,59.3107000000
"Chevallier",45.0057867471,51.5483493107,51.8321000000
"Ching-Te",20.0040828645,29.9633107578,3.7014400000
"Chladni",3.9726434141,1.1005402421,13.0723000000
"Vallis Christel",24.5209040160,11.0891714033,2.1001800000
"Chrétien",-46.4928359708,163.5051023103,98.6273000000
"Cichus",-33.2710594989,338.7603735866,39.1848000000
"Clairaut",-47.8789322820,13.8831729257,76.8948000000
"Clark",-38.8268469216,119.3097083629,52.1070000000
"Clausius",-36.9125569375,316.0724429788,24.1981000000
"Clavius",-58.5514470541,345.2011258523,230.7700000000
"Cleomedes",27.4577168373,55.5076823031,130.7710000000
"Cleostratus",60.3613863516,282.6437886050,63.7102000000
"Clerke",21.6779436691,29.7909940693,6.6609200000
"Coblentz",-38.2880998593,126.5737565019,34.7633000000
"Cochise",20.2000000000,30.8000000000,0.6300000000
"Cockcroft",31.2216333648,197.2109732441,93.3820000000
"Collins",1.2962759772,23.6964245282,2.5767500000
"Colombo",-15.2764570670,46.1074410007,79.0192000000
"Compton",55.8325302056,103.7289035911,164.6280000000
"Comrie",23.3860185491,246.8163571112,59.2540000000
"Comstock",21.5701682155,237.9712012060,73.2312000000
"Condon",1.8355170807,60.3857512734,34.4850000000
"Condorcet",12.1138847774,69.6474116449,74.8533000000
"Congreve",-0.3015241862,192.3512592189,57.6050000000
"Conon",21.6570579207,1.9503968795,20.9647000000
"Cook",-17.5736369321,48.7881208902,45.1617000000
"Cooper",52.6816399875,175.9058524538,51.8716000000
"Copernicus",9.6209452164,339.9213794917,96.0699000000
"Cori",-50.5373005515,206.8734607401,67.2230000000
"Coriolis",0.5643468323,171.8667720382,78.5566000000
"Couder",-4.8917881007,267.4525455166,18.5581000000
"Coulomb",54.4405982356,244.9202231336,89.7186000000
"Courtney",25.1237323057,329.1901602223,1.2362300000
"Cremona",67.2352168163,269.1428822895,85.1247000000
"Crile",14.1761962041,45.9520734511,9.2996700000
"Crocco",-47.2445319784,150.7127736527,67.5008000000
"Crommelin",-67.4122679013,211.9066627861,93.4768000000
"Crookes",-10.3531133289,194.8584394976,49.6461000000
"Crozier",-13.5666195720,50.6843767152,22.5136000000
"Crüger",-16.7125523814,293.0873456941,45.9446000000
"Ctesibius",1.0179896859,118.5582732506,32.0972000000
"Curie",-23.0669574702,92.3863388324,138.8690000000
"Curtis",14.5479472092,56.7718941277,2.8783500000
"Curtius",-67.0592444393,4.0900149181,96.0003000000
"Cusanus",71.8265844422,69.1717508777,60.8699000000
"Cuvier",-50.3140986835,9.6635215031,77.2990000000
"Cyrano",-20.5731029845,157.3414124832,73.9667000000
"Cyrillus",-13.2913292058,24.0654689074,98.0857000000
"Cysatus",-66.2082053216,353.5975333353,47.7729000000
"da Vinci",9.0643507503,44.9310549220,37.4645000000
"Daedalus",-6.0080805778,179.6080518673,96.0000000000
"Dag",18.6948851364,5.2544805505,0.3576690000
"Daguerre",-11.9162350095,33.5706431958,45.7870000000
"Dale",-9.5311524974,82.9406641551,23.2657000000
"Dalton",17.0512103381,275.5981641439,60.6854000000
"Daly",5.7608646490,59.4884655366,14.9630000000
"Damoiseau",-4.8728057369,298.7809109987,36.6634000000
"Daniell",35.3916250287,31.1359946546,28.2040000000
"Danjon",-11.4209361811,123.9033080844,69.3041000000
"Dante",25.4754823808,179.9539858400,58.0000000000
"Darney",-14.6285024901,336.3770369764,14.8118000000
"Darwin",-19.8208072265,290.8377020456,122.1820000000
"Das",-26.5259769132,222.9740822953,37.3018000000
"Daubrée",15.7083756091,14.7511205524,14.6665000000
"Davisson",-37.9771964304,185.0346695381,92.4601000000
"Davy",-11.8517772418,351.8199484607,33.9388000000
"Dawes",17.2091984955,26.3420126516,17.8022000000
"Dawson",-67.0320763697,224.7328950439,44.3150000000
"De Forest",-76.9082414671,196.6463442366,56.2551000000
"de Gasparis",-25.8449782083,309.1831269152,30.8963000000
"de Gerlache",-88.4487144660,269.5524855300,31.4131000000
"De La Rue",59.1944883419,52.9291637762,135.2210000000
"De Moraes",49.3464567475,142.6965765770,54.4107000000
"De Morgan",3.2953251576,14.8739028834,9.6798400000
"De Roy",-55.1993943438,261.0564936919,43.5058000000
"De Sitter",79.7905758750,38.4100805330,63.7857000000
"De Vico",-19.7352067959,299.6930384378,22.1343000000
"De Vries",-19.6666062130,183.5687627305,60.3026000000
"Debes",29.4596355252,51.6239687274,31.9244000000
"Debus",-10.6828835383,99.7095191568,19.7657000000
"Debye",49.2120611376,183.9097466581,125.4690000000
"Dechen",46.1275838240,291.8449078131,12.0422000000
"Delambre",-1.9462490804,17.3726247884,51.4861000000
"Delaunay",-22.2529592847,2.5544706352,44.6255000000
"Delia",-10.9258410728,353.8313113742,1.8757600000
"Delisle",29.9653034744,325.3239908120,24.8346000000
"Dellinger",-6.8685440666,140.6241637308,82.0399000000
"Delmotte",27.1249061294,60.1637616736,30.5473000000
"Delporte",-15.9081042981,121.5353940643,42.4973000000
"Deluc",-54.9736876188,357.0078175262,47.2195000000
"Dembowski",2.8707809544,7.2528854279,26.1075000000
"Democritus",62.2790194824,34.9292220867,38.4846000000
"Demonax",-78.1682615468,59.0888554402,121.9310000000
"Denning",-16.3519802579,142.7290746950,44.1759000000
"Desargues",70.3820791840,286.6951424756,84.8471000000
"Descartes",-11.7832662583,15.6381267929,47.7288000000
"Deseilligny",21.1279094931,20.5874800697,6.0125100000
"Deslandres",-32.4348247718,354.0469417821,227.0190000000
"Deutsch",24.3720464851,110.7484690628,67.4349000000
"Dewar",-3.0649416918,165.7437397354,45.2223000000
"Diana",14.2817621080,35.6522216577,1.6045500000
"Diderot",-20.4483436482,121.5009818150,20.0024000000
"Dionysius",2.7613860745,17.2858844889,17.2471000000
"Diophantus",27.6098424774,325.6973701975,17.5717000000
"Dirichlet",10.5418900351,207.8671368507,47.2415000000
"Dobrovol'skiy",-12.8513270243,129.6262450841,38.3961000000
"Doerfel",-68.9549418553,251.3148388855,71.4181000000
"Dollond",-10.4903979769,14.3915633519,11.0408000000
"Donati",-20.7488384397,5.0174038985,35.8428000000
"Donna",7.2070919369,38.2964578606,1.8078700000
"Donner",-31.3330920319,98.0088013870,55.0533000000
"Doppelmayer",-28.5196440997,318.4740269556,65.0781000000
"Doppler",-12.5114580665,200.1583867134,101.7890000000
"Dorsa Aldrovandi",23.6059457180,28.6537032030,126.8060000000
"Dorsa Andrusov",-1.5592964560,56.7698861963,80.9774000000
"Dorsa Argand",28.2916123060,319.6639527460,91.9386000000
"Dorsa Barlow",14.0439457941,30.5673324798,112.5750000000
"Dorsa Burnet",26.1780942110,303.2187872490,194.9940000000
"Dorsa Cato",0.2131153640,47.7005026440,128.6360000000
"Dorsa Dana",2.2623179310,89.5951952410,82.3119000000
"Einstein",16.4551026166,271.5607289109,181.4730000000
"Einthoven",-4.9098678493,110.1612075397,73.9351000000
"Elger",-35.3849955522,330.1194928077,21.5146000000
"Ellerman",-25.5621496075,239.5046069764,46.2076000000
"Ellison",54.9474929626,251.9539768804,36.9868000000
"Dorsa Ewing",-10.9921883880,321.7222209040,261.5650000000
"Dorsa Geikie",-4.2057262500,52.8285353910,218.3520000000
"Dorsa Harker",13.8037927170,63.6019886780,213.1430000000
"Dorsa Lister",19.7624505120,23.5191868060,180.0870000000
"Dorsa Mawson",-7.5829049760,52.2024514160,136.2770000000
"Dorsa Rubey",-9.8790585270,317.6375759670,100.6390000000
"Dorsa Smirnov",26.4082000160,25.5294416910,221.7840000000
"Dorsa Sorby",18.6475289769,13.6993065631,76.0256000000
"Dorsa Stille",26.7500064320,341.0394006970,72.1000000000
"Dorsa Tetyaev",20.0249593760,64.0640311440,187.5260000000
"Dorsa Whiston",29.7664304747,303.0382231206,138.9310000000
"Dorsum Arduino",24.7668238610,323.7255261020,99.7323000000
"Dorsum Azara",26.8605612830,19.1664190080,103.1960000000
"Dorsum Bucher",30.7633487550,320.4496783620,84.6514000000
"Dorsum Buckland",19.5126221320,14.3414332540,369.1250000000
"Dorsum Cayeux",0.7627901240,51.2203677620,95.1353000000
"Dorsum Cloos",1.1480412360,90.4027395930,103.0870000000
"Dorsum Cushman",1.4111163760,49.1904731480,85.6515000000
"Dorsum Gast",24.3752805950,8.7067922680,64.8697000000
"Dorsum Grabau",29.7281225290,345.8087856290,123.6890000000
"Dorsum Guettard",-9.9406264550,341.7144533860,40.4572000000
"Dorsum Heim",32.1856033550,330.1377503320,146.7860000000
"Dorsum Higazy",27.9314347740,342.5344949400,63.0999000000
"Dorsum Nicol",18.3217187160,22.6624274280,43.7423000000
"Dorsum Niggli",29.0056175500,307.7220929700,47.7523000000
"Dorsum Oppel",19.3138648350,52.0869284190,297.6180000000
"Dorsum Owen",25.1393624640,11.0942880120,33.4687000000
"Dorsum Scilla",32.3525261480,300.0166833970,107.5200000000
"Dorsum Termier",11.5969346460,57.1193934570,89.6452000000
"Dorsum Thera",24.4020884540,328.5739243290,7.2450400000
"Dorsum Von Cotta",23.5970672930,11.9681476270,183.0590000000
"Dorsum Zirkel",29.5467861020,335.1813158890,195.2170000000
"Douglass",35.4984604496,237.2786137603,50.9466000000
"Dove",-46.8535667153,31.4075397401,30.3581000000
"Draper",17.5480741740,338.2303787059,8.2773900000
"Drebbel",-40.9378873574,310.8869932484,30.2327000000
"Dreyer",10.1603541215,96.9933846992,58.3464000000
"Drude",-38.6077866468,268.1199113357,23.0075000000
"Dryden",-33.1890175454,203.7704422319,53.3501000000
"Drygalski",-79.5737829978,272.8230167279,162.4890000000
"Dubyago",4.4003830705,69.9059302467,48.1205000000
"Dufay",5.6374783200,169.5876642036,34.0424000000
"Dugan",64.0784316909,103.1558922154,49.6520000000
"Dune",26.0000000000,3.7000000000,0.4000000000
"Dunthorne",-30.1283608695,328.2465749656,15.1165000000
"Dunér",44.7195425111,179.4474495978,70.0000000000
"Dyson",60.8956203913,238.2557226792,63.1361000000
"Dziewulski",21.0002628509,98.9291649073,64.0092000000
"d'Alembert",51.0722877459,164.8907237789,233.5540000000
"D'Arrest",2.1934248822,14.6184049874,29.6682000000
"D'Arsonval",-10.3494488173,124.5871719063,27.3589000000
"Earthlight",26.1000000000,3.7000000000,0.2000000000
"Eckert",17.2651392280,58.3596821702,2.6187100000
"Eddington",21.4811259004,288.0610490712,120.1300000000
"Edison",24.9304623720,99.0681718173,62.7218000000
